CD_PROCEDIMENTO,DS_PROCEDIMENTO,CD_GRUPO,GRUPO,Qtd_Atendimentos,Competencia,Ano,Mes
0304010367,RADIOTERAPIA DE CABECA E PESCOCO,03,Procedimentos clínicos,16,2026-05-01,2026,5
0304010375,RADIOTERAPIA DO APARELHO DIGESTIVO,03,Procedimentos clínicos,20,2026-05-01,2026,5
0304010383,"RADIOTERAPIA DE TRAQUEIA, BRONQUIO, PULMAO, PLEURA E MEDIASTINO",03,Procedimentos clínicos,4,2026-05-01,2026,5
0304010391,RADIOTERAPIA DE OSSOS/CARTILAGENS/PARTES MOLES,03,Procedimentos clínicos,5,2026-05-01,2026,5
0304010405,RADIOTERAPIA DE PELE,03,Procedimentos clínicos,4,2026-05-01,2026,5
0304010413,RADIOTERAPIA DE MAMA,03,Procedimentos clínicos,21,2026-05-01,2026,5
0304010421,RADIOTERAPIA DE CANCER GINECOLOGICO,03,Procedimentos clínicos,7,2026-05-01,2026,5
0304010430,BRAQUITERAPIA GINECOLOGICA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304010448,RADIOTERAPIA DE PENIS,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304010456,RADIOTERAPIA DE PROSTATA,03,Procedimentos clínicos,38,2026-05-01,2026,5
0304010464,BRAQUITERAPIA DE PROSTATA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304010472,RADIOTERAPIA DO APARELHO URINARIO,03,Procedimentos clínicos,2,2026-05-01,2026,5
0304010480,RADIOTERAPIA DE OLHOS E ANEXOS,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304010502,RADIOTERAPIA DE SISTEMA NERVOSO CENTRAL,03,Procedimentos clínicos,5,2026-05-01,2026,5
0304010510,RADIOTERAPIA ESTEREOTAXICA,03,Procedimentos clínicos,8,2026-05-01,2026,5
0304010529,RADIOTERAPIA DE METASTASE EM SISTEMA NERVOSO CENTRAL,03,Procedimentos clínicos,5,2026-05-01,2026,5
0304010537,RADIOTERAPIA DE PLASMOCITOMA / MIELOMA / METASTASES EM OUTRAS LOCALIZACOES,03,Procedimentos clínicos,8,2026-05-01,2026,5
0304010545,RADIOTERAPIA DE CADEIA LINFATICA,03,Procedimentos clínicos,5,2026-05-01,2026,5
0304010553,RADIOTERAPIA DE LINFOMA E LEUCEMIA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304010561,RADIOTERAPIA EM CORPO INTEIRO,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304010570,RADIOTERAPIA DE QUELOIDE E GINECOMASTIA,03,Procedimentos clínicos,2,2026-05-01,2026,5
0304010588,RADIOTERAPIA DE DOENCA BENIGNA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304020010,QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANCADO -1¶Ý LINHA,03,Procedimentos clínicos,40,2026-05-01,2026,5
0304020028,QUIMIOTERAPIA DO ADENOCARCINOMA DE COLON AVANCADO - 2¶Ý LINHA,03,Procedimentos clínicos,2,2026-05-01,2026,5
0304020036,HORMONIOTERAPIA DO ADENOCARCINOMA DE ENDOMETRIO AVANCADO,03,Procedimentos clínicos,6,2026-05-01,2026,5
0304020044,QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTOMAGO AVANCADO,03,Procedimentos clínicos,11,2026-05-01,2026,5
0304020052,QUIMIOTERAPIA DO ADENOCARCINOMA DE PANCREAS AVANCADO,03,Procedimentos clínicos,5,2026-05-01,2026,5
0304020060,HORMONIOTERAPIA DO ADENOCARCINOMA DE PROSTATA AVANCADO - 2¶Ý LINHA,03,Procedimentos clínicos,26,2026-05-01,2026,5
0304020079,HORMONIOTERAPIA DO ADENOCARCINOMA DE PROSTATA AVANCADO - 1¶Ý LINHA,03,Procedimentos clínicos,274,2026-05-01,2026,5
0304020087,QUIMIOTERAPIA DO ADENOCARCINOMA DE PROSTATA RESISTENTE A HORMONIOTERAPIA,03,Procedimentos clínicos,22,2026-05-01,2026,5
0304020095,QUIMIOTERAPIA DO CARCINOMA DE RETO AVANCADO -1¶Ý LINHA,03,Procedimentos clínicos,13,2026-05-01,2026,5
0304020109,QUIMIOTERAPIA DO CARCINOMA DE RETO AVANCADO - 2¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304020117,QUIMIOTERAPIA DO APUDOMA/TUMOR NEUROENDOCRINO AVANCADO,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304020125,QUIMIOTERAPIA DO CARCINOMA DE ADRENAL AVANCADO,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304020133,QUIMIOTERAPIA DO CARCINOMA DE MAMA AVANCADO -1¶Ý LINHA,03,Procedimentos clínicos,63,2026-05-01,2026,5
0304020141,QUIMIOTERAPIA DO CARCINOMA DE MAMA AVANCADO - 2¶Ý LINHA,03,Procedimentos clínicos,21,2026-05-01,2026,5
0304020150,QUIMIOTERAPIA DO CARCINOMA DE NASOFARINGE AVANCADO,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304020168,QUIMIOTERAPIA DO CARCINOMA DE RIM AVANCADO,03,Procedimentos clínicos,7,2026-05-01,2026,5
0304020176,QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE / ADENOCARCINOMA DE ESOFAGO AVANCADO,03,Procedimentos clínicos,2,2026-05-01,2026,5
0304020184,"QUIMIOTERAPIA DA NEOPLASIA MALIGNA AVANCADA DO COLO OU DO CORPO UTERINO AVANCADO, VULVA E VAGINA.",03,Procedimentos clínicos,64,2026-05-01,2026,5
0304020192,QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE CANAL ANAL/ MARGEM ANAL AVANCADO,03,Procedimentos clínicos,2,2026-05-01,2026,5
0304020206,QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE CABECA E PESCOCO AVANCADO,03,Procedimentos clínicos,6,2026-05-01,2026,5
0304020214,QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CELULAS NAO PEQUENAS AVANCADO,03,Procedimentos clínicos,10,2026-05-01,2026,5
0304020222,QUIMIOTERAPIA DO CARCINOMA PULMONAR INDIFERENCIADO DE CELULAS PEQUENAS AVANCADO,03,Procedimentos clínicos,2,2026-05-01,2026,5
0304020230,QUIMIOTERAPIA DO MELANOMA MALIGNO AVANCADO,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304020249,QUIMIOTERAPIA DE METASTASE DE ADENOCARCINOMA DE ORIGEM DESCONHECIDA,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304020257,QUIMIOTERAPIA DE METASTASE DE CARCINOMA EPIDERMOIDE/CARCINOMA NEUROENDOCRINO DE ORIGEM DESCONHECIDA,03,Procedimentos clínicos,2,2026-05-01,2026,5
0304020265,QUIMIOTERAPIA DE METASTASE DE NEOPLASIA MALIGNA INDIFERENCIADA DE ORIGEM DESCONHECIDA,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304020273,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DE TUBA UTERINA AVANCADA -1¶Ý LINHA.,03,Procedimentos clínicos,17,2026-05-01,2026,5
0304020281,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DE TUBA UTERINA AVANCADA - 2¶Ý LINHA),03,Procedimentos clínicos,7,2026-05-01,2026,5
0304020290,QUIMIOTERAPIA DE SARCOMA DE PARTES MOLES AVANCADO,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304020303,QUIMIOTERAPIA DE SARCOMA OSSEO AVANCADO,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304020311,QUIMIOTERAPIA DO TUMOR DO ESTROMA GASTROINTESTINAL AVANCADO,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304020320,QUIMIOTERAPIA DE TUMOR DO SISTEMA NERVOSO CENTRAL AVANCADO,03,Procedimentos clínicos,5,2026-05-01,2026,5
0304020338,HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANCADO - 2¶Ý LINHA,03,Procedimentos clínicos,28,2026-05-01,2026,5
0304020346,HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANCADO- 1¶Ý LINHA,03,Procedimentos clínicos,159,2026-05-01,2026,5
0304020362,QUIMIOTERAPIA DO CARCINOMA DE TIREOIDE AVANCADO,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304020370,QUIMIOTERAPIA DO CARCINOMA DE PENIS AVANCADO,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304020389,QUIMIOTERAPIA DE CARCINOMA DO FIGADO OU DO TRATO BILIAR AVANCADO,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304020397,QUIMIOTERAPIA DE NEOPLASIA MALIGNA DO TIMO AVANCADA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304020400,QUIMIOTERAPIA DE CARCINOMA UROTELIAL AVANCADO,03,Procedimentos clínicos,4,2026-05-01,2026,5
0304020419,POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO ? 1¶Ý LINHA,03,Procedimentos clínicos,5,2026-05-01,2026,5
0304020427,MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO ? 1¶Ý LINHA,03,Procedimentos clínicos,9,2026-05-01,2026,5
0304020435,POLIQUIMIOTERAPIA COM DUPLO ANTI HER-2 DO CARCINOMA DE MAMA HER-2 POSITIVO 1¶Ý LINHA,03,Procedimentos clínicos,15,2026-05-01,2026,5
0304020443,BLOQUEIO COM DUPLO ANTI-HER-2 DOCARCINOMA DE MAMA HER-2 POSITIVOAVANCADO/METASTATICO - 1¶Ý LINHA,03,Procedimentos clínicos,36,2026-05-01,2026,5
0304020451,TERAPIA ANTINEOPLASICA SISTEMICA DO CANCER DE MAMA AVANCADO COM INIBIDOR CDK 4/6 ? 1¶Ý LINHA,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304020460,TERAPIA ANTINEOPLASICA SISTEMICA DO CANCER DE MAMA AVANCADO COM INIBIDOR CDK 4/6 ? 2¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304020478,HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANCADO COM ANTIESTROGENICO SUPRESSOR DOS RECEPTORES DE ESTRO,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304020486,HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANCADO COM ANTIESTROGENICO SUPRESSOR DOS RECEPTORES DE ESTRO,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304020494,HORMONIOTERAPIA DO CARCINOMA DE MAMA AVANCADO COM ANALOGO SINTETICO DO LHRH / GNRH,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030015,QUIMIOTERAPIA DE DOENCA LINFOPROLIFERATIVA RARA -1¶Ý LINHA.,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304030023,QUIMIOTERAPIA DE DOENCA LINFOPROLIFERATIVA RARA - 2¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030031,QUIMIOTERAPIA DE DOENCA MIELOPROLIFERATIVA RARA - 1¶Ý LINHA,03,Procedimentos clínicos,186,2026-05-01,2026,5
0304030040,QUIMIOTERAPIA DE DOENCA MIELOPROLIFERATIVA RARA - 2¶Ý LINHA.,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304030058,QUIMIOTERAPIA DE LEUCEMIA LINFOCITICA CRONICA - 1¶Ý LINHA.,03,Procedimentos clínicos,6,2026-05-01,2026,5
0304030066,QUIMIOTERAPIA DE LEUCEMIA LINFOCITICA CRONICA - 2¶Ý LINHA.,03,Procedimentos clínicos,2,2026-05-01,2026,5
0304030074,QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA QUALQUER FASE - CONTROLE SANGUINEO,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030082,QUIMIOTERAPIA DA LEUCEMIA MIELOIDE CRONICA EM FASE BLASTICA - MARCADOR POSITIVO - 2¶Ý LINHA.,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030090,QUIMIOTERAPIA DA LEUCEMIA MIELOIDE CRONICA EM FASE BLASTICA - MARCADOR POSITIVO - SEM FASE CRONICA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030104,QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE BLASTICA - MARCADOR POSITIVO-3¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030112,QUIMIOTERAPIA DA LEUCEMIA MIELOIDE CRONICA EM FASE CRONICA - MARCADOR POSITIVO - 1¶Ý LINHA.,03,Procedimentos clínicos,53,2026-05-01,2026,5
0304030120,QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE CRONICA - MARCADOR POSITIVO - 3¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030139,QUMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE DE TRANSFORMACAO - MARCADOR POSITIVO - 3¶Ý LINH,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030147,QUIMIOTERAPIA DA LEUCEMIA MIELOIDE CRONICA EM FASE DE TRANSFORMACAO - MARCADOR POSITIVO - 2¶ÝLINH,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304030155,QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE DE TRANSFORMACAO - MARCADOR POSITIVO - SEM FAS,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030163,QUIMIOTERAPIA DE LINFOMA NAO HODGKIN DE BAIXO GRAU DE MALIGNIDADE (1¶Ý LINHA),03,Procedimentos clínicos,3,2026-05-01,2026,5
0304030171,QUIMIOTERAPIA DE LINFOMA NAO HODGKIN DE BAIXO GRAU DE MALIGNIDADE - 2¶ÝLINHA,03,Procedimentos clínicos,2,2026-05-01,2026,5
0304030180,QUIMIOTERAPIA DE NEOPLASIA DE CELULAS PLASMATICAS - 1¶Ý LINHA.,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030198,QUIMIOTERAPIA DE NEOPLASIA DE CELULAS PLASMATICAS - 2¶Ý LINHA.,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030210,QUIMIOTERAPIA DE TRICOLEUCEMIA - 1¶ÝLINHA.,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304030228,QUIMIOTERAPIA DE LEUCEMIA MIELOIDE CRONICA EM FASE CRONICA - MARCADOR POSITIVO - 2¶Ý LINHA,03,Procedimentos clínicos,45,2026-05-01,2026,5
0304030236,QUIMIOTERAPIA DE LINFOMA FOLICULAR- 1¶Ý LINHA,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304030244,QUIMIOTERAPIA DE LINFOMA FOLICULAR - 2¶Ý LINHA,03,Procedimentos clínicos,2,2026-05-01,2026,5
0304030252,QUIMIOTERAPIA DE MIELOMA MULTIPLO ? 1¶Ý LINHA,03,Procedimentos clínicos,23,2026-05-01,2026,5
0304030260,QUIMIOTERAPIA DE MIELOMA MULTIPLO ? 2¶Ý LINHA,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304040010,QUIMIOTERAPIA DO ADENOCARCINOMA DE RETO (PREVIA),03,Procedimentos clínicos,4,2026-05-01,2026,5
0304040029,QUIMIOTERAPIA DO CARCINOMA DE MAMA (PREVIA),03,Procedimentos clínicos,72,2026-05-01,2026,5
0304040045,QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE / ADENOCARCINOMA DO COLO UTERINO,03,Procedimentos clínicos,14,2026-05-01,2026,5
0304040053,QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE RETO/ CANAL ANAL/ MARGEM ANAL,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304040061,QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE SEIO PARA-NASAL/ LARINGE / HIPOFARINGE/ OROFARINGE /CAVIDA,03,Procedimentos clínicos,4,2026-05-01,2026,5
0304040070,QUIMIOTERAPIA DO CARCINOMA DE BEXIGA,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304040088,QUIMIOTERAPIA DO CARCINOMA DE NASOFARINGE,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304040096,QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CELULAS NAO PEQUENAS (PREVIA),03,Procedimentos clínicos,2,2026-05-01,2026,5
0304040100,QUIMIOTERAPIA DO CARCINOMA PULMONAR INDIFERENCIADO DE CELULAS PEQUENAS (PREVIA),03,Procedimentos clínicos,0,2026-05-01,2026,5
0304040118,QUIMIOTERAPIA DE CARCINOMA EPIDERMOIDE / ADENOCARCINOMA DE ESOFAGO,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304040126,QUIMIOTERAPIA DO CARCINOMA EPIDERMOIDE DE VULVA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304040134,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DA TUBA UTERINA - 2¶Ý LINHA,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304040142,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DA TUBA UTERINA - 1¶Ý LINHA,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304040150,QUIMIOTERAPIA DE OSTEOSSARCOMA - 2¶Ý LINHA.,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304040169,QUIMIOTERAPIA DE SARCOMA OSSEO / OSTEOSSARCOMA - 1¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304040177,QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTOMAGO (PRE-OPERATORIA),03,Procedimentos clínicos,1,2026-05-01,2026,5
0304040185,POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO (PREVIA),03,Procedimentos clínicos,30,2026-05-01,2026,5
0304040193,HORMONIOTERAPIA DO CARCINOMA DE MAMA (PREVIA),03,Procedimentos clínicos,4,2026-05-01,2026,5
0304040207,HORMONIOTERAPIA PREVIA A RADIOTERAPIA EXTERNA DO ADENOCARCINOMA DE PROSTATA,03,Procedimentos clínicos,15,2026-05-01,2026,5
0304050016,QUIMIOTERAPIA INTRA-VESICAL,03,Procedimentos clínicos,5,2026-05-01,2026,5
0304050024,QUIMIOTERAPIA DE ADENOCARCINOMA DE COLON,03,Procedimentos clínicos,28,2026-05-01,2026,5
0304050032,QUIMIOTERAPIA DO ADENOCARCINOMA DE RETO (ADJUVANTE),03,Procedimentos clínicos,7,2026-05-01,2026,5
0304050040,HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO I,03,Procedimentos clínicos,272,2026-05-01,2026,5
0304050067,QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO III,03,Procedimentos clínicos,27,2026-05-01,2026,5
0304050075,QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO II,03,Procedimentos clínicos,50,2026-05-01,2026,5
0304050113,HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO III,03,Procedimentos clínicos,361,2026-05-01,2026,5
0304050121,HORMONIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO II,03,Procedimentos clínicos,496,2026-05-01,2026,5
0304050130,QUIMIOTERAPIA DO CARCINOMA DE MAMA EM ESTADIO I,03,Procedimentos clínicos,6,2026-05-01,2026,5
0304050172,QUIMIOTERAPIA DO CARCINOMA PULMONAR DE CELULAS NAO PEQUENAS (ADJUVANTE),03,Procedimentos clínicos,0,2026-05-01,2026,5
0304050180,QUIMIOTERAPIA DE CARCINOMA PULMONAR INDIFERENCIADO DE CELULAS PEQUENAS (ADJUVANTE),03,Procedimentos clínicos,0,2026-05-01,2026,5
0304050202,QUIMIOTERAPIA DE NEOPLASIA MALIGNA EPITELIAL DE OVARIO OU DA TUBA UTERINA,03,Procedimentos clínicos,9,2026-05-01,2026,5
0304050210,QUIMIOTERAPIA DO OSTEOSSARCOMA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304050229,QUIMIOTERAPIA DE SARCOMA DE PARTES MOLES DE EXTREMIDADE,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304050253,QUIMIOTERAPIA DO ADENOCARCINOMA DE ESTOMAGO (POS OPERATORIA),03,Procedimentos clínicos,7,2026-05-01,2026,5
0304050261,POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO I (ADJUVANTE),03,Procedimentos clínicos,5,2026-05-01,2026,5
0304050270,POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO II (ADJUVANTE),03,Procedimentos clínicos,4,2026-05-01,2026,5
0304050288,POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (ADJUVANTE),03,Procedimentos clínicos,2,2026-05-01,2026,5
0304050296,MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO I (ADJUVANTE),03,Procedimentos clínicos,4,2026-05-01,2026,5
0304050300,MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO II (ADJUVANTE),03,Procedimentos clínicos,10,2026-05-01,2026,5
0304050318,MONOQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (ADJUVANTE),03,Procedimentos clínicos,34,2026-05-01,2026,5
0304050326,QUIMIOTERAPIA DE MELANOMA MALIGNO,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304050334,QUIMIOTERAPIA DE TUMOR DO ESTROMA GASTRO INTESTINAL,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304050342,HORMONIOTERAPIA ADJUVANTE A RADIOTERAPIA EXTERNA DO ADENOCARCINOMA DE PROSTATA,03,Procedimentos clínicos,10,2026-05-01,2026,5
0304050350,TERAPIA ANTINEOPLASICA SISTEMICA DO CANCER DE MAMAHER-2 POSITIVO OPERADO EM ESTADIO III E COM DOE,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304060011,QUIMIOTERAPIA DA DOENCA DE HODGKIN - 1¶Ý LINHA,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304060038,QUIMIOTERAPIA DA DOENCA DE HODGKIN - 2¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304060046,QUIMIOTERAPIA DA DOENCA DE HODGKIN - 3¶Ý LINHA,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304060070,QUIMIOTERAPIA DE LEUCEMIA AGUDA/ MIELODISPLASIA / LINFOMA DE BURKITT - 1¶Ý LINHA,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304060089,QUIMIOTERAPIA DE LEUCEMIA AGUDA/ MIELODISPLASIA/LINFOMA LINFOBLASTICO/ LINFOMA DE BURKITT - 2¶Ý LINH,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304060097,QUIMIOTERAPIA DE LEUCEMIA AGUDA/ MIELODISPLASIA/ LINFOMA LINFOBLASTICO/ LINFOMA DE BURKITT 3¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304060100,QUIMIOTERAPIA DE LEUCEMIA AGUDA/MIELODISPLASIA/ LINFOMA LINFOBLASTICO/ LINFOMA DE BURKITT - 4¶Ý LINH,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304060119,QUIMIOTERAPIA DE LINFOMA NAO HODGKIN GRAU INTERMEDIARIO OU ALTO - 2¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304060127,QUIMIOTERAPIA DE LINFOMA NAO HODGKIN GRAU INTERMEDIARIO OU ALTO - 3¶Ý LINHA,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304060135,QUIMIOTERAPIA DE LINFOMA NAO HODGKIN DE GRAU DE MALIGNIDADE INTERMEDIARIO OU ALTO - 1¶Ý LINHA,03,Procedimentos clínicos,6,2026-05-01,2026,5
0304060151,QUIMIOTERAPIA DE TUMOR GERMINATIVO EXTRA-GONADAL,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304060160,QUIMIOTERAPIA DE TUMOR GERMINATIVO DE OVARIO,03,Procedimentos clínicos,1,2026-05-01,2026,5
0304060178,QUIMIOTERAPIA DE NEOPLASIA TROFOBLASTICA GESTACIONAL - BAIXO RISCO,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304060186,QUIMIOTERAPIA DE NEOPLASIA TROFOBLASTICA GESTACIONAL - CORIOCARCINOMA DE BAIXO RISCO PERSISTENTE / A,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304060208,QUIMIOTERAPIA DE TUMOR GERMINATIVO DE TESTICULO - 1¶Ý LINHA,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304060216,QUIMIOTERAPIA DE TUMOR GERMINATIVO DE TESTICULO - 2¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304060224,QUIMIOTERAPIA DE LINFOMA DIFUSO DE GRANDES CELULAS B ? 1¶Ý LINHA,03,Procedimentos clínicos,7,2026-05-01,2026,5
0304060232,"QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA, LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE AG",03,Procedimentos clínicos,6,2026-05-01,2026,5
0304060240,"QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA , LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE A",03,Procedimentos clínicos,3,2026-05-01,2026,5
0304070017,QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 1¶Ý LINHA,03,Procedimentos clínicos,30,2026-05-01,2026,5
0304070025,QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 2¶Ý LINHA,03,Procedimentos clínicos,5,2026-05-01,2026,5
0304070033,QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 4¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304070041,QUIMIOTERAPIA DE CANCER NA INFANCIA E ADOLESCENCIA - 3¶Ý LINHA,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304070050,QUIMIOTERAPIA DE ALTA DOSE DE OSTEOSSARCOMA NA INFANCIA E ADOLESCENCIA,03,Procedimentos clínicos,3,2026-05-01,2026,5
0304070068,"QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA , LINFOMA LINFOBLASTICO, LEUCEMIA MIELOIDE A",03,Procedimentos clínicos,11,2026-05-01,2026,5
0304070076,".QUIMIOTERAPIA DE LEUCEMIA LINFOIDE/LINFOBLASTICA AGUDA, LEUCEMIA MIELOIDE AGUDA E LEUCEMIA PROMIELO",03,Procedimentos clínicos,7,2026-05-01,2026,5
0304070084,IMUNOTERAPIA EM CRIANCA OU ADOLESCENTE COM LEUCEMIA LINFOBLASTICA AGUDA (LLA) B,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304070092,CUIDADOS COM O MATERIAL DE SUPORTE PARA INFUSAO DE IMUNOTERAPIA COM MOLECULA BISESPECIFICA ATIVADO,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304080012,FATOR ESTIMULANTE DO CRESCIMENTO DE COLONIAS DE GRANULOCITOS / MACROFAGOS,03,Procedimentos clínicos,11,2026-05-01,2026,5
0304080055,QUIMIOTERAPIA INTRA-TECAL,03,Procedimentos clínicos,0,2026-05-01,2026,5
0304080071,INIBIDOR DA OSTEOLISE,03,Procedimentos clínicos,133,2026-05-01,2026,5
