CD_PROCEDIMENTO,DS_PROCEDIMENTO,CD_GRUPO,GRUPO,Qtd_Atendimentos,Competencia,Ano,Mes
0101010010,ATIVIDADE EDUCATIVA / ORIENTACAO EM GRUPO NA ATENCAO PRIMARIA,01,Ações de promoção e prevenção em saúde,60,2026-04-01,2026,4
0101010028,ATIVIDADE EDUCATIVA / ORIENTACAO EM GRUPO NA ATENCAO ESPECIALIZADA,01,Ações de promoção e prevenção em saúde,26,2026-04-01,2026,4
0101010036,PRATICA CORPORAL / ATIVIDADE FISICA EM GRUPO,01,Ações de promoção e prevenção em saúde,2,2026-04-01,2026,4
0101010117,ATIVIDADE DE EDUCACAO PERMANENTE EM SAUDE DO TRABALHADOR,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101020015,ACAO COLETIVA DE APLICACAO TOPICA DE FLUOR GEL,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101020023,ACAO COLETIVA DE BOCHECHO FLUORADO,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101020031,ACAO COLETIVA DE ESCOVACAO DENTAL SUPERVISIONADA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101020040,ACAO COLETIVA DE EXAME BUCAL COM FINALIDADE EPIDEMIOLOGICA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101020058,APLICACAO DE CARIOSTATICO (POR DENTE),01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101020066,APLICACAO DE SELANTE (POR DENTE),01,Ações de promoção e prevenção em saúde,2,2026-04-01,2026,4
0101020074,APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO),01,Ações de promoção e prevenção em saúde,4,2026-04-01,2026,4
0101020082,EVIDENCIACAO DE PLACA BACTERIANA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101020090,SELAMENTO PROVISORIO DE CAVIDADE DENTARIA,01,Ações de promoção e prevenção em saúde,4,2026-04-01,2026,4
0101020104,ORIENTACAO DE HIGIENE BUCAL,01,Ações de promoção e prevenção em saúde,53,2026-04-01,2026,4
0101020112,ACAO COLETIVA DE PREVENCAO DE CANCER BUCAL,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101020120,ORIENTACAO DE HIGIENIZACAO DE PROTESES DENTARIAS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101030010,VISITA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO,01,Ações de promoção e prevenção em saúde,287,2026-04-01,2026,4
0101030029,VISITA DOMICILIAR/INSTITUCIONAL POR PROFISSIONAL DE NIVEL SUPERIOR,01,Ações de promoção e prevenção em saúde,2,2026-04-01,2026,4
0101040024,AVALIACAO ANTROPOMETRICA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101040032,COLETA EXTERNA DE LEITE MATERNO (POR DOADORA),01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101040040,PASTEURIZACAO DO LEITE HUMANO (CADA 5 LITROS),01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101040059,ADMINISTRACAO DE VITAMINA A,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050011,PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050020,TERAPIA COMUNITARIA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050046,YOGA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050054,OFICINA DE MASSAGEM/ AUTO-MASSAGEM,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050062,SESSAO DE ARTETERAPIA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050070,SESSAO DE MEDITACAO,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050089,SESSAO DE MUSICOTERAPIA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050097,SESSAO DE ANTROPOSOFIA APLICADA A SAUDE,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050100,SESSAO DE BIODANCA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050119,SESSAO DE BIOENERGETICA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050127,SESSAO DE CONSTELACAO FAMILIAR,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050135,SESSAO DE DANCA CIRCULAR,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050143,SESSAO DE TERMALISMO,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050151,OFICINA COLETIVA DE SHANTALA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0101050194,"ATIVIDADES COLETIVAS DE INTEGRACAO COM A COMUNIDADE, CIDADE E TERRITORIO",01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010056,ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010064,ANALISE DE PROJETOS BASICOS DE ARQUITETURA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010072,CADASTRO DE ESTABELECIMENTOS SUJEITOS A VIGILANCIA SANITARIA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010145,INSPECAO SANITARIA DE HOSPITAIS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010153,INVESTIGACAO DE EVENTOS ADVERSOS E/OU QUEIXAS TECNICAS,01,Ações de promoção e prevenção em saúde,19925,2026-04-01,2026,4
0102010161,EXCLUSAO DE CADASTRO DE ESTABELECIMENTOS SUJEITOS A VIGILANCIA SANITARIA COM ATIVIDADES ENCERRADA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010170,INSPECAO DOS ESTABELECIMENTOS SUJEITOS A VIGILANCIA SANITARIA,01,Ações de promoção e prevenção em saúde,96,2026-04-01,2026,4
0102010188,LICENCIAMENTO DOS ESTABELECIMENTOS SUJEITOS A VIGILANCIA SANITARIA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010196,APROVACAO DE PROJETOS BASICOS DE ARQUITETURA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010200,INVESTIGACAO DE SURTOS DE DOENCAS TRANSMITIDAS POR ALIMENTOS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010218,INVESTIGACAO DE SURTOS DE INFECCAO EM SERVICOS DE SAUDE,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010226,ATIVIDADE EDUCATIVA PARA A POPULACAO,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010234,RECEBIMENTO DE DENUNCIAS/RECLAMACOES,01,Ações de promoção e prevenção em saúde,18,2026-04-01,2026,4
0102010242,ATENDIMENTO A DENUNCIAS/RECLAMACOES,01,Ações de promoção e prevenção em saúde,18,2026-04-01,2026,4
0102010250,CADASTRO DE HOSPITAIS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010269,LICENCIAMENTO SANITARIO DE HOSPITAIS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010277,CADASTRO DE INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010285,INSPECAO SANITARIA DE INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS,01,Ações de promoção e prevenção em saúde,10,2026-04-01,2026,4
0102010293,LICENCIAMENTO SANITARIO DE INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010307,CADASTRO DE INDUSTRIAS DE MEDICAMENTOS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010315,INSPECAO SANITARIA DE INDUSTRIA DE MEDICAMENTOS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010323,LICENCIAMENTO SANITARIO DE INDUSTRIAS DE MEDICAMENTOS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010331,CADASTRO DE SERVICOS DE DIAGNOSTICO E TRATAMENTO DO CANCER DE COLO DE UTERO E MAMA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010340,INSPECAO SANITARIA DE SERVICOS DE DIAGNOSTICO E TRATAMENTO DO CANCER DE COLO DE UTERO E MAMA.,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010358,LICENCIAMENTO SANITARIO DE SERVICOS DE DIAGNOSTICO E TRATAMENTO DO CANCER DE COLO DE UTERO E MAM,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010366,CADASTRO DE SERVICOS HOSPITALARES DE ATENCAO AO PARTO E A CRIANCA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010374,INSPECAO SANITARIA DE SERVICOS HOSPITALARES DE ATENCAO AO PARTO E A CRIANCA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010382,LICENCIAMENTO SANITARIO DE SERVICOS HOSPITALARES DE ATENCAO AO PARTO E A CRIANCA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010390,CADASTRO DE SERVICOS DE HEMOTERAPIA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010404,INSPECAO SANITARIA DE SERVICOS DE HEMOTERAPIA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010412,LICENCIAMENTO SANITARIO DE SERVICOS DE HEMOTERAPIA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010420,CADASTRO DE SERVICOS DE TERAPIA RENAL SUBSTITUTIVA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010439,INSPECAO SANITARIA DE SERVICOS DE TERAPIA RENAL SUBSTITUTIVA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010447,LICENCIAMENTO SANITARIO DE SERVICOS DE TERAPIA RENAL SUBSTITUTIVA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010455,CADASTRO DE SERVICOS DE ALIMENTACAO,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010463,INSPECAO SANITARIA DE SERVICOS DE ALIMENTACAO,01,Ações de promoção e prevenção em saúde,30,2026-04-01,2026,4
0102010471,LICENCIAMENTO SANITARIO DE SERVICOS DE ALIMENTACAO,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010480,"FISCALIZACAO DO USO DE PRODUTOS FUMIGENOS DERIVADOS DO TABACO EM AMBIENTES COLETIVOS FECHADOS, PU",01,Ações de promoção e prevenção em saúde,94,2026-04-01,2026,4
0102010498,LAUDO DE ANALISE LABORATORIAL DO PROGRAMA DE MONITORAMENTO DE ALIMENTOS RECEBIDOS PELA VIGILANCIA S,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010501,"ATIVIDADES EDUCATIVAS SOBRE A TEMATICA DA DENGUE,REALIZADAS PARA A POPULACAO",01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010510,"ATIVIDADES EDUCATIVAS,COM RELACAO AO CONSUMO DE SODIO, ACUCAR E GORDURAS, REALIZADAS PARA O SETO",01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010528,INSTAURACAO DE PROCESSO ADMINISTRATIVO SANITARIO,01,Ações de promoção e prevenção em saúde,9,2026-04-01,2026,4
0102010536,CONCLUSAO DE PROCESSO ADMINISTRATIVO SANITARIO,01,Ações de promoção e prevenção em saúde,5,2026-04-01,2026,4
0102010552,CADASTRO DE INDUSTRIAS DE PRODUTOS PARA SAUDE,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010560,INSPECAO SANITARIA DE INDUSTRIAS DE INSUMOS FARMACEUTICOS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010579,INSPECAO SANITARIA DE INDUSTRIAS DE PRODUTOS PARA SAUDE,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010617,ENVIO DE RELATORIOS DE INSPECAO DE ESTABELECIMENTOS FABRICANTES DE MEDICAMENTOS A ANVISA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010625,ENVIO DE RELATORIOS DE INSPECAO DE ESTABELECIMENTOS FABRICANTES DE INSUMOS FARMACEUTICOS A ANVIS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102010633,ENVIO DE RELATORIOS DE INSPECAO DE ESTABELECIMENTOS FABRICANTES DE PRODUTOS PARA SAUDE A ANVISA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020019,VIGILANCIA DA SITUACAO DE SAUDE DOS TRABALHADORES,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020027,ATIVIDADE DE EDUCACAO EM SAUDE DO TRABALHADOR,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020035,INSPECAO SANITARIA EM SAUDE DO TRABALHADOR,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020043,INSPECAO SANITARIA EM SAUDE DO TRABALHADOR PARA AVALIACAO DE CUMPRIMENTO DE RECOMENDACOES,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020051,BUSCA ATIVA DE CASOS SUSPEITOS DE DOENCAS OU AGRAVOS RELACIONADOS AO TRABALHO,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020060,APOIO INSTITUCIONAL DE VIGILANCIA EM SAUDE DO TRABALHADOR (VISAT) PARA A REDE DE ATENCAO A SAUD,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020078,ATIVIDADES COM GRUPOS NA TEMATICA DE SAUDE DO TRABALHADOR,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020086,INSPECAO SANITARIA EM SAUDE DO TRABALHADOR PARA MAPEAMENTO DE RISCOS OCUPACIONAIS,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020094,INSPECAO SANITARIA EM SAUDE DO TRABALHADOR PARA INVESTIGACAO DE ACIDENTE DE TRABALHO,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020108,INSPECAO SANITARIA EM SAUDE DO TRABALHADOR PARA SUBSIDIAR ESTABELECIMENTO DA RELACAO ENTRE DOEN,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020116,INSPECAO SANITARIA EM SAUDE DO TRABALHADOR PARA INVESTIGACAO DE SURTOS/EVENTOS INUSITADOS RELAC,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020124,ACOES DE ARTICULACAO COM CONTROLE SOCIAL E REPRESENTANTES DE TRABALHADORES,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020132,ACOES INTER E INTRASSETORIAIS DE SAUDE DO TRABALHADOR,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0102020140,VIGILANCIA EM SAUDE DO TRABALHADOR NAS EMERGENCIAS EM SAUDE PUBLICA,01,Ações de promoção e prevenção em saúde,0,2026-04-01,2026,4
0201010011,AMNIOCENTESE,02,Procedimentos com finalidade diagnóstica,1,2026-04-01,2026,4
0201010020,BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010046,BIOPSIA DE ANUS E CANAL ANAL,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010062,BIOPSIA DE BEXIGA,02,Procedimentos com finalidade diagnóstica,1,2026-04-01,2026,4
0201010070,BIOPSIA DE BOLSA ESCROTAL,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010089,BIOPSIA DE CONDUTO AUDITIVO EXTERNO,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010097,BIOPSIA DE CONJUNTIVA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010100,BIOPSIA DE CORDAO ESPERMATICO (UNILATERAL),02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010119,BIOPSIA DE CORNEA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010151,BIOPSIA DE ENDOMETRIO,02,Procedimentos com finalidade diagnóstica,5,2026-04-01,2026,4
0201010160,BIOPSIA DE ENDOMETRIO POR ASPIRACAO MANUAL INTRA-UTERINA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010194,BIOPSIA DE FARINGE/LARINGE,02,Procedimentos com finalidade diagnóstica,1,2026-04-01,2026,4
0201010216,BIOPSIA DE FIGADO POR PUNCAO,02,Procedimentos com finalidade diagnóstica,4,2026-04-01,2026,4
0201010224,BIOPSIA DE GANGLIO LINFATICO,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010232,BIOPSIA DE GLANDULA SALIVAR,02,Procedimentos com finalidade diagnóstica,1,2026-04-01,2026,4
0201010240,"BIOPSIA DE IRIS, CORPO CILIAR, RETINA, COROIDE, VITREO E TUMOR INTRA OCULAR",02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010267,BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),02,Procedimentos com finalidade diagnóstica,7,2026-04-01,2026,4
0201010275,BIOPSIA DE MEDULA OSSEA,02,Procedimentos com finalidade diagnóstica,46,2026-04-01,2026,4
0201010283,BIOPSIA DE MUSCULO (A CEU ABERTO),02,Procedimentos com finalidade diagnóstica,1,2026-04-01,2026,4
0201010291,BIOPSIA DE NERVO,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010313,BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR AGULHA / CEU ABERTO),02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010321,BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR AGULHA / CEU ABERTO),02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010330,BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR (POR AGULHA / CEU ABERTO),02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010348,BIOPSIA DE OSSO DO CRANIO E DA FACE,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010356,BIOPSIA DE PALPEBRA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010364,BIOPSIA DE PAVILHAO AURICULAR,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010372,BIOPSIA DE PELE E PARTES MOLES,02,Procedimentos com finalidade diagnóstica,21,2026-04-01,2026,4
0201010380,BIOPSIA DE PENIS,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010399,BIOPSIA DE PIRAMIDE NASAL,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010402,BIOPSIA DE PLEURA (POR ASPIRACAO/AGULHA / PLEUROSCOPIA),02,Procedimentos com finalidade diagnóstica,2,2026-04-01,2026,4
0201010410,BIOPSIA DE PROSTATA,02,Procedimentos com finalidade diagnóstica,14,2026-04-01,2026,4
0201010437,BIOPSIA DE RIM POR PUNCAO,02,Procedimentos com finalidade diagnóstica,1,2026-04-01,2026,4
0201010445,BIOPSIA DE SEIO PARANASAL,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010461,BIOPSIA DE TESTICULO,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010470,BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF,02,Procedimentos com finalidade diagnóstica,18,2026-04-01,2026,4
0201010496,BIOPSIA DE URETRA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010500,BIOPSIA/PUNCAO DE VAGINA,02,Procedimentos com finalidade diagnóstica,4,2026-04-01,2026,4
0201010518,BIOPSIA/PUNCAO DE VULVA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010526,BIOPSIA DOS TECIDOS MOLES DA BOCA,02,Procedimentos com finalidade diagnóstica,10,2026-04-01,2026,4
0201010542,BIOPSIA PERCUTANEA ORIENTADA POR TOMOGRAFIA COMPUTADORIZADA / ULTRASSONOGRAFIA / RESSONANCIA MAGNE,02,Procedimentos com finalidade diagnóstica,1,2026-04-01,2026,4
0201010569,BIOPSIA/EXERESE DE NODULO DE MAMA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010585,PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA,02,Procedimentos com finalidade diagnóstica,1,2026-04-01,2026,4
0201010593,PUNCAO DE CISTERNA SUB-OCCIPITAL,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010607,PUNCAO DE MAMA POR AGULHA GROSSA,02,Procedimentos com finalidade diagnóstica,24,2026-04-01,2026,4
0201010615,PUNCAO DE VAGINA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201010631,PUNCAO LOMBAR,02,Procedimentos com finalidade diagnóstica,3,2026-04-01,2026,4
0201010640,PUNCAO P/ ESVAZIAMENTO,02,Procedimentos com finalidade diagnóstica,7,2026-04-01,2026,4
0201010666,BIOPSIA DO COLO UTERINO,02,Procedimentos com finalidade diagnóstica,18,2026-04-01,2026,4
0201020017,COLETA DE LAVADO BRONCO-ALVEOLAR,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201020025,COLETA DE LINFA PARA PESQUISA DE M. LEPRAE,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201020033,COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201020041,COLETA DE MATERIAL PARA EXAME LABORATORIAL,02,Procedimentos com finalidade diagnóstica,2064,2026-04-01,2026,4
0201020050,COLETA DE SANGUE PARA TRIAGEM NEONATAL,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0201020068,TIPIFICACAO DO ALELO HLA-B,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010015,CLEARANCE OSMOLAR,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010023,DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,02,Procedimentos com finalidade diagnóstica,374,2026-04-01,2026,4
0202010031,DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010040,DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),02,Procedimentos com finalidade diagnóstica,4,2026-04-01,2026,4
0202010058,DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010066,DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010074,DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),02,Procedimentos com finalidade diagnóstica,238,2026-04-01,2026,4
0202010082,DETERMINACAO DE OSMOLARIDADE,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010090,DOSAGEM DE 5-NUCLEOTIDASE,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010104,DOSAGEM DE ACETONA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010112,DOSAGEM DE ACIDO ASCORBICO,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010120,DOSAGEM DE ACIDO URICO,02,Procedimentos com finalidade diagnóstica,4273,2026-04-01,2026,4
0202010139,DOSAGEM DE ACIDO VANILMANDELICO,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010147,DOSAGEM DE ALDOLASE,02,Procedimentos com finalidade diagnóstica,1,2026-04-01,2026,4
0202010155,DOSAGEM DE ALFA-1-ANTITRIPSINA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010163,DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,02,Procedimentos com finalidade diagnóstica,9,2026-04-01,2026,4
0202010171,DOSAGEM DE ALFA-2-MACROGLOBULINA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010180,DOSAGEM DE AMILASE,02,Procedimentos com finalidade diagnóstica,1229,2026-04-01,2026,4
0202010198,DOSAGEM DE AMONIA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010201,DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,02,Procedimentos com finalidade diagnóstica,2435,2026-04-01,2026,4
0202010210,DOSAGEM DE CALCIO,02,Procedimentos com finalidade diagnóstica,2101,2026-04-01,2026,4
0202010228,DOSAGEM DE CALCIO IONIZAVEL,02,Procedimentos com finalidade diagnóstica,16,2026-04-01,2026,4
0202010236,DOSAGEM DE CAROTENO,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010252,DOSAGEM DE CERULOPLASMINA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010260,DOSAGEM DE CLORETO,02,Procedimentos com finalidade diagnóstica,80,2026-04-01,2026,4
0202010279,DOSAGEM DE COLESTEROL HDL,02,Procedimentos com finalidade diagnóstica,11700,2026-04-01,2026,4
0202010287,DOSAGEM DE COLESTEROL LDL,02,Procedimentos com finalidade diagnóstica,11742,2026-04-01,2026,4
0202010295,DOSAGEM DE COLESTEROL TOTAL,02,Procedimentos com finalidade diagnóstica,11852,2026-04-01,2026,4
0202010309,DOSAGEM DE COLINESTERASE,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010317,DOSAGEM DE CREATININA,02,Procedimentos com finalidade diagnóstica,14849,2026-04-01,2026,4
0202010325,DOSAGEM DE CREATINOFOSFOQUINASE (CPK),02,Procedimentos com finalidade diagnóstica,4557,2026-04-01,2026,4
0202010333,DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,02,Procedimentos com finalidade diagnóstica,512,2026-04-01,2026,4
0202010341,DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010350,DOSAGEM DE DESIDROGENASE GLUTAMICA,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010368,DOSAGEM DE DESIDROGENASE LATICA,02,Procedimentos com finalidade diagnóstica,542,2026-04-01,2026,4
0202010376,DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010384,DOSAGEM DE FERRITINA,02,Procedimentos com finalidade diagnóstica,3243,2026-04-01,2026,4
0202010392,DOSAGEM DE FERRO SERICO,02,Procedimentos com finalidade diagnóstica,2852,2026-04-01,2026,4
0202010406,DOSAGEM DE FOLATO,02,Procedimentos com finalidade diagnóstica,835,2026-04-01,2026,4
0202010414,DOSAGEM DE FOSFATASE ACIDA TOTAL,02,Procedimentos com finalidade diagnóstica,0,2026-04-01,2026,4
0202010422,DOSAGEM DE FOSFATASE ALCALINA,02,Procedimentos com finalidade diagnóstica,1691,2026-04-01,2026,4
