 Produção Ambulatorial do SUS - São Paulo - por local de atendimento
Qtd.apresentada por Procedimento e Ano/mês atendimento
Período:Jul/2026
"Procedimento";"2026/Abr";"2026/Mai";"2026/Jun";"2026/Jul";"Total"
"0604630026 BIOTINA 2,5 MG CAPSULA";-;-;-;1464;1464
"0604630034 ACIDO URSODESOXICOLICO 50 MG (POR COMPRIMIDO)";-;-;-;330;330
"0604630042 ACIDO URSODESOXICOLICO 150 MG (POR COMPRIMIDO)";-;-;-;18252;18252
"0604630050 ACIDO URSODESOXICOLICO 300 MG (POR COMPRIMIDO)";-;93;-;288657;288750
"0604630069 SAPROPTERINA 100 MG (POR COMPRIMIDO)";-;-;-;3250;3250
"0604630077 TRIENTINA 250 MG (POR CAPSULA)";-;-;-;8246;8246
"0604650019 BIMATOPROSTA 0,3 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 3 ML)";5;6;5;21120;21136
"0604650027 LATANOPROSTA 0,05 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 2,5 ML)";5;1;4;28670;28680
"0604650035 TRAVOPROSTA 0,04 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 2,5 ML)";3;5;2;26658;26668
"0604660014 BRINZOLAMIDA 10 MG/ML SUSPENSAO OFTALMICA (POR FRASCO DE 5 ML)";10;-;1;11324;11335
"0604660022 DORZOLAMIDA 20 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML)";4;13;8;39122;39147
"0604660030 ACETAZOLAMIDA 250 MG (POR COMPRIMIDO)";60;-;-;33631;33691
"0604670010 BRIMONIDINA 2,0 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML)";14;16;6;41251;41287
"0604680023 RITUXIMABE 500 MG INJETAVEL (POR FRASCO-AMPOLA DE 50 ML) (ORIGINADOR)";-;-;-;8;8
"0604680031 RITUXIMABE 500 MG INJETAVEL (POR FRASCO- AMPOLA DE 5O ML ) (BIOSSIMILAR A)";-;-;-;1263;1263
"0604680040 RITUXIMABE 500 MG INJETAVEL (POR FRASCO AMPOLA DE 50 ML(BIOSSIMILAR B)";-;-;-;34;34
"0604690010 TOCILIZUMABE 20 MG/ML INJETAVEL (POR FRASCO-AMPOLA DE 4 ML)";-;-;19;21002;21021
"0604690029 SECUQUINUMABE 150 MG/ML SOLUCAO INJETAVEL (POR SERINGA PREENCHIDA)";2;4;3;19279;19288
"0604690037 USTEQUINUMABE 45 MG/0,5ML SOLUCAO INJETAVEL (POR SERINGA PREENCHIDA)";1;-;-;4170;4171
"0604690053 RISANQUIZUMABE 150 MG/ML CANETA APLICADORA COM 1 ML";-;1;4;1858;1863
"0604700016 CALCIPOTRIOL 50 MCG/G POMADA (POR BISNAGA DE 30 G)";-;-;22;8168;8190
"0604710011 CLOBETASOL 0,5 MG/G CREME (POR BISNAGA DE 30 G)";3;8;1;4737;4749
"0604710020 CLOBETASOL 0,5 MG/G SOLUCAO CAPILAR (POR FRASCO DE 50 G)";1;3;2;1087;1093
"0604720017 NAPROXENO 250 MG (POR COMPRIMIDO)";-;-;-;1175;1175
"0604720025 NAPROXENO 500 MG (POR COMPRIMIDO)";60;30;-;16493;16583
"0604730012 PILOCARPINA 20 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 10 ML)";-;-;-;105;105
"0604740018 TIMOLOL 5,0 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML)";12;15;8;60869;60904
"0604750013 AMBRISENTANA 5MG (POR COMPRIMIDO REVESTIDO)";-;-;-;3604;3604
"0604750021 AMBRISENTANA 10MG (POR COMPRIMIDO REVESTIDO)";-;-;-;18899;18899
"0604750030 BOSENTANA 62,5MG (POR COMPRIMIDO REVESTIDO)";-;60;-;5494;5554
"0604750048 BOSENTANA 125MG (POR COMRIMIDO REVESTIDO)";-;-;-;28816;28816
"0604770014 CINACALCETE 30 MG (POR COMPRIMIDO)";-;-;270;416236;416506
"0604770022 CINACALCETE 60 MG (POR COMPRIMIDO)";-;-;-;10293;10293
"0604770030 PARICALCITOL 5,0 MCG/ML SOLUCAO INJETAVEL (AMPOLA COM 1 ML)";-;-;40;98891;98931
"0604780010 INSULINA ANALOGA DE ACAO RAPIDA 100 UI/ML (TUBETES COM SISTEMAS DE APLICACAO REUTILIZAVEL)";3;6;28;81261;81298
"0604780036 INSULINA ANALOGA DE ACAO RAPIDA 100 UI/ML (1B)";-;-;-;5;5
"0604780044 INSULINA ANALOGA DE ACAO RAPIDA 100 UI/ML (SISTEMA DE APLICACAO DESCARTAVEL)";-;-;-;29;29
"0604780052 INSULINA ANALOGA DE ACAO PROLONGADA DE 100 UI/ML";3;5;22;82915;82945
"0604780060 INSULINA ANALOGA DE ACAO PROLONGADA 100 UI/ML (1B)";-;-;-;1;1
"0604790015 NUSINERSENA 2,4MG/ML SOLUCAO INJETAVEL (POR FRASCO AMPOLA DE 5 ML)";-;-;-;21;21
"0604790023 RISDIPLAM 0,75 MG/ML PO PARA SOLUCAO ORAL (FRASCO 80 ML)";-;-;-;332;332
"0604800010 ENOXAPARINA SODICA 40 MG/0,4 ML SOLUCAO INJETAVEL (POR SERINGA PREENCHIDA)";-;-;270;72824;73094
"0604800029 ENOXAPARINA SODICA 60 MG/0,6 ML SOLUCAO INJETAVEL (POR SERINGA PREENCHIDA)";-;-;60;11702;11762
"0604810016 TOBRAMICINA 300MG/5 ML SOLUCAO INALATORIA (POR AMPOLA)";-;-;-;3646;3646
"0604820011 DAPAGLIFLOZINA 10 MG (POR COMPRIMIDO)";90;61;750;3674440;3675341
"0604830017 SACUBITRIL VALSARTANA SODICA HIDRATADA 50 MG (POR COMPRIMIDO)";150;60;296;517875;518381
"0604830025 SACUBITRIL VALSARTANA SODICA HIDRATADA 100 MG (POR COMPRIMIDO)";122;60;180;540676;541038
"0604830033 SACUBITRIL VALSARTANA SODICA HIDRATADA 200 MG (POR COMPRIMIDO)";60;-;120;518886;519066
"0604840012 OMALIZUMABE 150MG SOLUCAO INJETAVEL";6;-;6;5765;5777
"0604840020 MEPOLIZUMABE 100 MG/ML SOLUCAO INJETAVEL";-;-;-;4227;4227
"0604850018 BROMETO DE UMECLIDINIO 62,5 MCG + TRIFENATATO DE VILANTEROL 25 MCG (PO INALANTE)";6;3;6;34722;34737
"0604850026 BROMETO DE TIOTROPIO MONOIDRATADO 2,5 MCG + CLORIDRATO DE OLODATEROL 2,5 MCG (SOLUCAO PARA INALAC";3;9;7;26055;26074
"0604850034 DIPROPIONATO DE BECLOMETASONA + FUMARATO DE FORMOTEROL DI-HIDRATADO + BROMETO DE GLICOPIRRONIO (SOLU";-;3;4;3092;3099
"0604850042 FUROATO DE FLUTICASONA + BROMETO DE UMECLIDINIO + TRIFENATATO DE VILANTEROL (PO PARA INALACAO ORA";-;-;-;1415;1415
"0604860013 IVACAFTOR 150 MG (POR COMPRIMIDO REVESTIDO)";-;-;-;868;868
"0604860021 ELEXACAFTOR 100 MG/TEZACAFTOR 50 MG/IVACAFTOR 75 MG + IVACAFTOR 150 MG (POR COMPRIMIDO REVESTIDO)";-;-;-;38835;38835
"0604860030 ELEXACAFTOR 50 MG/TEZACAFTOR 25MG/IVACAFTOR 37,5 MG+IVACAFTOR 75 MG (POR COMPRIMIDO REVESTIDO)";-;-;-;9555;9555
"0604870019 BUROSUMABE 10 MG/MLSOLUCAO INJETAVEL (FRASCO-AMPOLA)";-;-;-;41;41
"0604870027 BUROSUMABE 20 MG /ML SOLUCAO INJETAVEL (FRASCO- AMPOLA)";-;-;-;137;137
"0604870035 BUROSUMABE 30 MG /ML SOLUCAO INJETAVEL (FRASCO- AMPOLA)";-;-;-;105;105
"0604870043 ROMOSOZUMABE 90 MG/ML SOLUCAO INJETAVEL (POR SERINGA PREENCHIDA DE 1,17 ML)";-;-;-;4738;4738
"0701010010 ANDADOR FIXO / ARTICULADO EM ALUMINIO COM QUATRO PONTEIRAS.";1;-;21;174;196
"0701010029 CADEIRA DE RODAS ADULTO / INFANTIL (TIPO PADRAO)";11;20;6;540;577
"0701010037 CADEIRA DE RODAS PARA BANHO COM ASSENTO SANITARIO";11;7;28;523;569
"0701010045 CADEIRA DE RODAS PARA TETRAPLEGICO - TIPO PADRAO";2;2;32;284;320
"0701010053 CALCADOS ANATOMICOS COM PALMILHAS PARA PES NEUROPATICOS (PAR)";-;4;21;349;374
"0701010061 CALCADOS ORTOPEDICOS CONFECCIONADOS SOB MEDIDA ATE NUMERO 45 (PAR)";-;-;1;8;9
"0701010070 CALCADOS ORTOPEDICOS PRE-FABRICADOS COM PALMILHAS ATE NUMERO 45 (PAR)";-;-;-;62;62
"0701010088 CALCADOS SOB MEDIDA P/ COMPENSACAO DE DISCREPANCIA DE MEMBROS INFERIORES A PARTIR DO NUMERO 34";-;-;14;14;28
"0701010096 CALCADOS SOB MEDIDA PARA COMPENSACAO DE ENCURTAMENTO ATE NUMERO 33 (PAR)";-;-;-;2;2
"0701010100 CARRINHO DOBRAVEL PARA TRANSPORTE DE CRIANCA COM DEFICIENCIA";-;-;-;3;3
"0701010118 BENGALA CANADENSE REGULAVEL EM ALTURA (PAR)";-;-;8;116;124
"0701010126 MULETA AXILAR REGULAVEL DE MADEIRA (PAR)";-;-;-;1;1
"0701010134 MULETA AXILAR TUBULAR EM ALUMINIO REGULAVEL NA ALTURA (PAR)";1;-;12;54;67
"0701010142 PALMILHAS CONFECCIONADAS SOB MEDIDA (PAR)";-;-;39;192;231
"0701010150 PALMILHAS PARA PES NEUROPATICOS CONFECCIONADAS SOB MEDIDA PARA ADULTOS OU CRIANCAS (PAR)";-;1;25;240;266
"0701010169 PALMILHAS PARA SUSTENTACAO DOS ARCOS PLANTARES ATE O NUMERO 33 (PAR)";-;-;-;30;30
"0701010177 PALMILHAS PARA SUSTENTACAO DOS ARCOS PLANTARES NUMEROS ACIMA DE 34 (PAR)";-;-;22;58;80
"0701010185 ADAPTACAO DE OPM AUXILIARES DE LOCOMOCAO";-;-;21;128;149
"0701010193 MANUTENCAO DE OPM AUXILIARES DE LOCOMOCAO";-;-;11;94;105
"0701010207 CADEIRA DE RODAS MONOBLOCO";-;-;12;13;25
"0701010215 CADEIRA DE RODAS (ACIMA 90KG)";5;2;7;152;166
"0701010223 CADEIRA DE RODAS MOTORIZADA ADULTO OU INFANTIL";2;-;15;155;172
"0701010231 CADEIRA DE RODAS PARA BANHO EM CONCHA INFANTIL";2;1;3;47;53
"0701010240 CADEIRA DE RODAS PARA BANHO COM ENCOSTO RECLINAVEL";4;4;14;205;227
"0701010258 CADEIRA DE RODAS PARA BANHO COM ARO DE PROPULSAO";1;1;7;66;75
"0701010266 ADAPTACAO DE ASSENTO PARA DEFORMIDADES DE QUADRIL";8;4;31;399;442
"0701010274 ADAPTACAO DE ENCOSTO PARA DEFORMIDADES DE TRONCO";8;4;24;377;413
"0701010282 ADAPTACAO DO APOIO DE PES DA CADEIRA DE RODAS";8;3;9;335;355
"0701010290 APOIOS LATERAIS DO TRONCO EM 3 OU 4 PONTOS";8;6;24;462;500
"0701010304 APOIOS LATERAIS DE QUADRIL PARA CADEIRA DE RODAS";1;3;7;473;484
"0701010312 APOIO PARA ESTABILIZACAO DA CABECA NA CADEIRA DE RODAS";2;3;10;248;263
"0701010320 ADAPTACAO DO APOIO DE BRACOS DA CADEIRA DE RODAS";8;4;12;273;297
"0701010339 ADAPTACAO ABDUTOR TIPO CAVALO PARA CADEIRA DE RODAS";8;4;5;207;224
"0701020016 ORTESE / CINTA LSO TIPO PUTTI (BAIXA)";-;-;1;14;15
"0701020024 ORTESE / CINTA TLSO TIPO PUTTI (ALTO)";-;-;-;4;4
"0701020032 ORTESE / COLETE CTLSO TIPO MILWAUKEE";-;-;-;4;4
"0701020059 ORTESE / COLETE TLSO TIPO KNIGHT";-;-;-;1;1
"0701020067 ORTESE CRUROMALEOLAR INFANTIL EM POLIPROPILENO PARA IMOBILIZACAO DE JOELHO EM EXTENSAO ARTICULADA";-;-;5;25;30
"0701020075 ORTESE CRUROMALEOLAR PARA LIMITACAO DOS MOVIMENTOS DO JOELHO";-;11;16;286;313
"0701020083 ORTESE CRUROPODALICA COM DISTRATOR PARA GENUVALGO / GENUVARO (INFANTIL E ADOLESCENTE)";-;-;-;1;1
"0701020105 ORTESE DINAMICA SUROPODALICA TIPO MOLA DE CODEVILLE (UNILATERAL)";-;-;10;69;79
"0701020113 ORTESE ESTATICA IMOBILIZADORA AXILO-PALMAR TIPO AEROPLANO";-;-;118;353;471
"0701020121 ORTESE GENUPODALICO EM POLIPROPILENO TIPO SARMIENTO";-;-;1;4;5
"0701020130 ORTESE HCTO TIPO MINERVA IMOBILIZADORA CERVICAL COM APOIO TORACICO (COLAR).";-;-;-;3;3
"0701020148 ORTESE METALICA CRUROPODALICA ADULTO";-;-;9;23;32
"0701020164 ORTESE METALICA SUROPODALICA (INFANTIL)";-;-;-;1;1
"0701020172 ORTESE PELVICO-PODALICA DE DESCARGA ISQUIATICA";-;-;-;2;2
"0701020180 ORTESE PELVICO-PODALICA METALICA COM OU SEM APOIO ISQUIATICO (INFANTIL E ADOLESCENTE)";-;-;1;1;2
"0701020199 ORTESE PELVICO-PODALICA METALICA PARA ADULTO COM OU SEM APOIO ISQUIATICO";-;-;-;10;10
"0701020202 ORTESE RIGIDA PARA LUXACAO CONGENITA DO QUADRIL";-;-;4;-;4
"0701020210 ORTESE SUROPODALICA ARTICULADA EM POLIPROPILENO INFANTIL";-;-;6;105;111
"0701020229 ORTESE SUROPODALICA SEM ARTICULACAO EM POLIPROPILENO (ADULTO)";-;-;13;209;222
"0701020237 ORTESE SUROPODALICA SEM ARTICULACAO EM POLIPROPILENO (INFANTIL)";-;-;36;373;409
"0701020245 ORTESE SUROPODALICA METALICA (ADULTO)";-;-;-;1;1
"0701020253 ORTESE SUROPODALICA UNILATERAL ARTICULADA EM POLIPROPILENO (ADULTO)";-;-;19;120;139
"0701020261 ORTESE SUSPENSORIO DE PAVLIK";-;-;1;-;1
"0701020270 ORTESE TIPO SARMIENTO PARA UMERO";-;-;5;38;43
"0701020288 ORTESE TLSO / COLETE TIPO BOSTON";-;-;2;3;5
"0701020296 ORTESE TLSO / TIPO COLETE EM METAL TIPO JEWETT";-;-;1;25;26
"0701020300 ORTESE TLSO CORRETIVA TORACO-LOMBAR EM POLIPROPILENO";-;-;-;3;3
"0701020318 ORTESE TLSO TIPO COLETE / JAQUETA DE RISSER";-;-;-;1;1
"0701020326 ORTESE TORACICA COLETE DINAMICA DE COMPRESSAO TORACICA";-;-;-;2;2
"0701020334 PROTESE CANADENSE ENDOESQUELETICA EM ALUMINIO OU ACO (DESARTICULACAO DO QUADRIL)";-;-;-;8;8
"0701020350 PROTESE ENDOESQUELETICA PARA DESARTICULACAO DE JOELHO EM ALUMINIO OU ACO";-;-;2;15;17
"0701020369 PROTESE ENDOESQUELETICA TRANSFEMURAL EM ALUMINIO OU ACO";-;-;13;34;47
"0701020377 PROTESE ENDOESQUELETICA TRANSTIBIAL TIPO PTB-PTS-KBM EM ALUMINIO OU ACO";-;-;10;41;51
"0701020385 PROTESE EXOESQUELETICA PARA DESARTICULACAO DO JOELHO";-;-;-;2;2
"0701020407 PROTESE EXOESQUELETICA TRANSFEMURAL";-;-;-;5;5
"0701020415 PROTESE EXOESQUELETICA TRANSTIBIAL COM COXAL OU MANGUITO DE COXA";-;-;5;35;40
"0701020423 PROTESE EXOESQUELETICA TRANSTIBIAL TIPO PTB-PTS-KBM";-;-;2;16;18
"0701020431 PROTESE FUNCIONAL ENDOESQUELETICA PARA AMPUTACAO TRANSUMERAL";-;-;-;1;1
"0701020490 PROTESE FUNCIONAL EXOESQUELETICA TRANSRADIAL P/ PUNHO DE TROCA RAPIDA COM GANCHO DE DUPLA FORCA";-;-;-;1;1
"0701020512 PROTESE MAMARIA";-;-;-;1;1
"0701020520 PROTESE PARA AMPUTACAO TIPO CHOPART";-;-;2;17;19
"0701020555 PROTESE PASSIVA PARA AMPUTACAO PARCIAL DA MAO";-;-;-;1;1
"0701020563 PROTESE TIPO PALMILHA PARA AMPUTACAO EM NIVEL DO ANTE PE";-;-;2;27;29
"0701020571 ADAPTACAO DE OPM ORTOPEDICA";-;-;4;389;393
"0701020580 MANUTENCAO DE OPM ORTOPEDICA";-;-;252;1102;1354
"0701020598 MATERIAIS ELASTICOS PARA MODELAGEM DE COTOS, CONTROLE CICATRICIAL OU CONTROLE DE EDEMA DE MEMBROS SU";-;-;22;175;197
"0701020601 TABUA (PRANCHA) PARA TRANSFERENCIA";-;-;2;18;20
"0701020610 CINTA PARA TRANSFERENCIAS";-;-;-;24;24
"0701020628 ALMOFADA DE ASSENTO PARA PREVENCAO DE ULCERAS DE PRESSAO EM CELULAS DE AR";-;-;6;30;36
"0701020636 ALMOFADA DE ASSENTO PARA CADEIRA DE RODAS PARA PREVENCAO DE ULCERAS DE PRESSAO - SIMPLES";-;-;-;9;9
"0701020644 MESA DE ATIVIDADES PARA CADEIRA DE RODAS (TABUA MESA)";-;-;7;149;156
"0701020652 BENGALA DE 4 PONTAS";-;1;6;99;106
"0701030046 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO B";-;-;-;3;3
"0701030054 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO C";-;-;-;17;17
"0701030070 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO B";-;-;-;9;9
"0701030089 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO C";-;-;-;16;16
"0701030097 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO A";-;-;-;1;1
"0701030100 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO B";-;-;-;5;5
"0701030119 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO C";-;-;-;9;9
"0701030127 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO A";-;-;35;569;604
"0701030135 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO B";-;4;118;1796;1918
"0701030143 APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO C";2;-;55;1579;1636
"0701030151 MOLDE AURICULAR (REPOSICAO)";-;-;56;918;974
"0701030208 REPOSICAO DE AASI EXTERNO INTRA-AURICULAR TIPO C";-;-;-;22;22
"0701030216 REPOSICAO DE AASI EXTERNO INTRA-CANAL TIPO A";-;-;-;1;1
"0701030224 REPOSICAO DE AASI EXTERNO INTRA-CANAL TIPO B";-;-;-;20;20
"0701030232 REPOSICAO DE AASI EXTERNO INTRA-CANAL TIPO C";-;-;-;11;11
"0701030240 REPOSICAO DE AASI EXTERNO MICRO-CANAL TIPO A";-;-;-;3;3
"0701030259 REPOSICAO DE AASI EXTERNO MICRO-CANAL TIPO B";-;-;8;22;30
"0701030267 REPOSICAO DE AASI EXTERNO MICRO-CANAL TIPO C";-;-;-;20;20
"0701030275 REPOSICAO DE AASI EXTERNO RETROAURICULAR TIPO A";-;-;14;182;196
"0701030283 REPOSICAO DE AASI EXTERNO RETROAURICULAR TIPO B";2;-;37;417;456
"0701030291 REPOSICAO DE AASI EXTERNO RETROAURICULAR TIPO C";5;-;12;553;570
"0701030305 MANUTENCAO/ ADAPTACAO DE OPM AUDITIVA";-;-;8;3125;3133
"0701030321 SISTEMA DE FREQUENCIA MODULADA PESSOAL";-;-;-;13;13
"0701030330 AUDIO PROCESSADOR DA PROTESE AUDITIVA ANCORADA NO OSSO";-;1;-;10;11
"0701030348 TROCA DO PROCESSADOR DE FALA P/ IMPLANTE COCLEAR MULTICANAL";7;-;5;32;44
"0701040017 BENGALA ARTICULADA";-;-;3;90;93
"0701040033 LUPA DE APOIO COM OU SEM ILUMINACAO";-;-;1;10;11
"0701040041 LUPA MANUAL COM OU SEM ILUMINACAO";-;-;-;5;5
"0701040050 OCULOS COM LENTES CORRETIVAS IGUAIS / MAIORES QUE 0,5 DIOPTRIAS";-;-;-;550;550
"0701040068 PROTESE OCULAR";-;-;-;22;22
"0701040092 OCULOS COM LENTE FILTRANTE PARA ALBINOS";-;-;-;10;10
"0701040106 SISTEMAS TELESCOPICOS BINOCULARES MONTADOS EM ARMACAO COM FOCO AJUSTAVEL";-;-;-;5;5
"0701040114 SISTEMAS TELESCOPICOS MANUAL MONOCULAR COM FOCO AJUSTAVEL";-;-;-;3;3
"0701040122 OCULOS COM LENTES ASFERICAS POSITIVAS";-;-;-;3;3
"0701040130 OCULOS COM LENTES ESFERO PRISMATICAS";-;-;-;5;5
"0701040149 ADAPTACAO DE OPM OFTALMOLOGICA";-;-;-;26;26
"0701050012 BOLSA DE COLOSTOMIA FECHADA COM ADESIVO MICROPOROSO";-;-;5143;15789;20932
"0701050020 BOLSA DE COLOSTOMIA COM ADESIVO MICROPORO DRENAVEL";-;-;14050;41134;55184
"0701050047 CONJUNTO DE PLACA E BOLSA PARA OSTOMA INTESTINAL";-;20;25483;39156;64659
"0701060018 BARREIRAS PROTETORAS DE PELE SINTETICA E/OU MISTA EM FORMA DE PO / PASTA E/OU PLACA";-;1;9173;11686;20860
"0701060026 BOLSA COLETORA P/ UROSTOMIZADOS";-;-;2322;3652;5974
"0701060034 COLETOR URINARIO DE PERNA OU DE CAMA";-;-;310;763;1073
"0701060042 CONJUNTO DE PLACA E BOLSA PARA UROSTOMIZADOS";-;15;3248;3315;6578
"0701070013 APARELHO FIXO BILATERAL PARA FECHAMENTO DE DIASTEMA";-;-;-;3;3
"0701070021 APARELHO ORTOPEDICO E ORTODONTICO REMOVIVEL";-;-;5;316;321
"0701070030 APARELHO P/ BLOQUEIO MAXILO-MANDIBULAR";-;-;-;8;8
"0701070048 COROA DE ACO E POLICARBOXILATO";-;-;-;2;2
"0701070056 COROA PROVISORIA";-;-;1;206;207
"0701070064 MANTENEDOR DE ESPACO";-;-;-;11;11
"0701070072 PLACA OCLUSAL";-;-;1;40;41
"0701070080 PLANO INCLINADO";-;-;-;127;127
"0701070099 PROTESE PARCIAL MANDIBULAR REMOVIVEL";1;-;52;3408;3461
"0701070102 PROTESE PARCIAL MAXILAR REMOVIVEL";-;-;28;2340;2368
"0701070110 PROTESE TEMPORARIA";-;-;-;60;60
"0701070129 PROTESE TOTAL MANDIBULAR";-;-;22;2058;2080
"0701070137 PROTESE TOTAL MAXILAR";-;-;47;3392;3439
"0701070145 PROTESES CORONARIAS / INTRA-RADICULARES FIXAS / ADESIVAS (POR ELEMENTO)";-;-;-;231;231
"0701070153 PROTESE DENTARIA SOBRE IMPLANTE";-;-;-;50;50
"0701070161 APARELHO ORTOPEDICO FIXO";-;-;4;41;45
"0701070170 APARELHO ORTODONTICO FIXO";-;-;3;185;188
"0701070188 PROTESE TOTAL MAXILAR EM FLUXO DIGITAL";-;-;-;2;2
"0701070196 PROTESE TOTAL MANDIBULAR EM FLUXO DIGITAL";-;-;-;2;2
"0701070200 PROTESE PARCIAL MAXILAR REMOVIVEL EM FLUXO DIGITAL";-;-;-;1;1
"0701070218 PROTESE PARCIAL MANDIBULAR REMOVIVEL EM FLUXO DIGITAL";-;-;-;2;2
"0701070226 PROTESE PARCIAL REMOVIVEL TEMPORARIA EM FLUXO DIGITAL";-;-;-;7;7
"0701070242 PROTESE PARCIAL FIXA, PROTOCOLO E OVERDENTURE SOBRE IMPLANTE EM FLUXO DIGITAL (POR ARCADA";-;-;-;1;1
"0701080027 PROTESE AURICULAR";-;-;-;2;2
"0701080043 PROTESE FIXA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL";-;-;20;22;42
"0701080078 PROTESE NASAL";-;-;-;1;1
"0701080086 PROTESE OCULO-PALPEBRAL";-;-;-;3;3
"0701080094 PROTESE REMOVIVEL EM PACIENTES COM ANOMALIAS CRANIO E BUCOMAXILOFACIAL";-;-;-;7;7
"0701080116 PROTESE MANDIBULAR";-;-;-;6;6
"0701080124 PROTESE PARA GRANDES PERDAS MAXILARES";-;-;-;1;1
"0701080132 PROTESE AURICULAR IMPLANTO SUPORTADA";-;-;-;1;1
"0701090014 ORTESE HCO TIPO PHILADELPHIA PARA IMOBILIZACAO DA REGIAO CERVICAL";-;-;1;22;23
"0701090022 SUBSTITUICAO DE ESPUMA E MEIA COSMETICA EM PROTESE ENDOESQUELETICA TRANSFEMURAL";-;-;4;5;9
"0701090030 SUBSTITUICAO DE ESPUMA E MEIA COSMETICA EM PROTESE TRANSTIBIAL ENDOESQUELETICA.";-;-;3;17;20
"0701090073 SUBSTITUICAO DE PE SACH / ARTICULADO.";-;-;1;4;5
"0701090081 SUBSTITUICAO DO ENCAIXE INTERNO FLEXIVEL PARA PROTESE TRANSTIBIAL EXOESQUELETICA / ENDOESQUELETIC";-;-;3;29;32
"0701090090 SUBSTITUICAO/TROCA DO ENCAIXE PARA PROTESE TRANSFEMURAL ENDOESQUELETICA / EXOESQUELETICA.";-;-;5;15;20
"0701090103 SUBSTITUICAO/TROCA DO CABO DE CONEXAO DA PROTESE DE IMPLANTE COCLEAR";-;-;14;12;26
"0701090111 SUBSTITUICAO/TROCA DO COMPARTIMENTO/GAVETA DE BATERIAS DA PROTESE DE IMPLANTE COCLEAR";-;-;-;4;4
"0701090138 SUBSTITUICAO/TROCA DA ANTENA DA PROTESE DE IMPLANTE COCLEAR";-;-;4;16;20
"0701090154 SUBSTITUICAO/TROCA DAS BATERIAS RECARREGAVEIS DA PROTESE DE IMPLANTE COCLEAR";-;-;15;42;57
"0701090189 SUBSTITUICAO/TROCA DO IMA DA ANTENA DA PROTESE DE IMPLANTE COCLEAR";-;-;-;4;4
"0701090197 SUBSTITUICAO/TROCA DO CARREGADOR DE BATERIA RECARREGAVEL DA PROTESE DE IMPLANTE COCLEAR";-;-;1;4;5
"0701090200 SUBSTITUICAO/TROCA DO GANCHO DA PROTESE DE IMPLANTE COCLEAR";-;-;-;3;3
"0701090219 SUBSTITUICAO/TROCA DO GANCHO COM MICROFONE DA PROTESE DE IMPLANTE COCLEAR";-;-;1;-;1
"0701090227 SUBSTITUICAO/TROCA DO DESUMIDIFICADOR DA PROTESE DE IMPLANTE COCLEAR";-;-;-;3;3
"0701090235 CONSERTO DO PROCESSADOR DE FALA DA PROTESE DE IMPLANTE COCLEAR";-;-;6;19;25
"0701100010 MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - LUVA C/ E S/ DEDOS ATE O PULSO";-;-;-;6;6
"0701100028 MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS (MEIA ATE VIRILHA OU JOELHO)";-;-;-;1;1
"0701100036 MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS (MEIO CANO OU CANO P E B) -(PECA)";-;-;-;1;1
"0701100044 MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - LUVA C/ E S/ DEDOS ATE O OMBRO";-;-;-;1;1
"0701100079 MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - MEIA-CALCA COMPLETA (PECA)";-;-;-;1;1
"0701100087 MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - TORAX C/ MANGAS (PECA)";-;-;-;4;4
"0701100109 MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS PARA CABECA E PESCOCO";-;-;-;3;3
